Recency,Frequency,Monetary
19,83,807.57
726,8,162.25
173,130,1044.37
409,16,259.09
163,24,110.92
538,14,3358.4
7,41,538.46
11,31,460.68
114,29,85.13000000000001
512,226,855.71
288,56,242.26
9,531,7807.89
54,80,288.96999999999997
607,12,1079.1000000000001
7,1332,10057.05
596,23,158.09
77,161,2334.16
4,235,2211.05
37,143,1679.81
217,30,252.52
60,55,428.93
278,14,217.2
12,1591,11243.91
24,31,279.77
29,19,468.91
639,23,202.68
568,62,1109.4
398,10,153.52
12,92,1934.3899999999999
352,33,671.4300000000001
22,257,2859.46
463,4,70.74000000000001
50,8,173.16000000000003
393,12,227.87
19,7,186.01
3,53,758.29
104,140,3583.45
7,730,8736.49
12,600,3892.35
5,343,3965.2
32,211,1188.42
178,230,1101.44
620,3,30.1
38,43,921.37
151,59,396.03
162,13,127.1
69,161,1250.63
377,225,1375.39
121,684,7480.4
25,44,682.9100000000001
376,39,95.96
24,220,1268.2
177,31,455.3
593,38,1139.1
50,14,1522.08
678,4,579.6
256,29,478.53
382,87,1496.6
583,7,217.9
47,24,388.58
71,5,199.8
16,103,1771.78
488,4,357.59999999999997
101,155,2727.72
35,37,563.37
53,36,548.02
27,83,1250.06
428,71,1199.31
11,824,14191.74
8,125,3137.96
79,4,88.48
52,17,216.39
36,99,1741.95
61,145,5230.99
337,109,1708.97
28,105,1785.98
184,16,298.48
52,6,112.46000000000001
10,94,2997.28
36,6,195.15
610,27,433.71999999999997
438,81,3147.36
10,901,21373.97
438,13,317.11
396,42,828.5500000000001
33,45,776.851
11,3,336.4
57,129,1942.36
4,16,1293.03
43,426,7852.61
141,108,2437.05
117,34,588.13
104,171,3236.4
75,80,1067.52
457,24,566.9
5,299,5333.08
450,77,2240.9
45,80,1481.4
642,39,596.67
16,167,3285.31
509,176,4335.96
17,34,554.65
396,2,100.35
90,57,1444.58
53,41,797.59
379,25,2265.2
134,69,1065.08
4,748,23494.31
105,311,5345.55
730,6,105.78
192,33,664.0
166,232,803.54
19,68,1055.17
158,68,784.8100000000001
415,11,169.0
204,24,639.5
336,11,1660.35
522,36,553.88
37,60,1259.06
91,102,1405.94
93,6,877.44
9,21,922.53
243,34,560.6700000000001
45,47,748.5
23,1,30.0
190,102,2117.27
44,21,532.49
25,151,2603.69
317,44,1215.95
661,12,283.73
106,9,138.14
51,70,1254.03
168,286,3987.07
472,67,632.94
40,13,301.32
218,1,76.32000000000001
40,33,684.34
297,19,325.2
19,78,2657.13
725,3,45.300000000000004
88,268,6204.32
73,351,6948.2300000000005
81,35,542.04
19,202,3435.76
49,72,1305.6299999999999
53,92,1825.94
24,110,781.28
9,236,4028.69
25,88,2989.7
599,25,318.24
117,26,524.54
547,11,173.95
450,17,55.980000000000004
420,1,90.0
9,166,2993.1
419,27,190.57
120,24,521.03
4,19,239.76
252,14,571.3
28,12,191.04
659,1,37.5
1,143,9978.48
267,59,1131.04
33,221,3881.2200000000003
690,14,246.75
624,2,46.2
18,18,309.65
172,86,696.68
2,230,1529.0
476,30,140.39
265,5,211.5
140,204,3734.6600000000003
201,6,143.1
64,55,1060.56
35,205,916.98
41,337,3887.15
284,27,327.85
417,110,898.87
557,25,420.25
9,166,3472.41
143,52,839.64
12,48,783.96
556,38,658.02
146,286,2485.26
234,24,607.0
540,18,293.79
33,1770,10195.97
24,153,739.22
12,84,471.40000000000003
36,178,5234.0
365,123,930.7
201,17,310.85
15,32,415.25
390,23,321.91
17,685,9371.71
380,12,544.6
213,11,192.55
66,111,1726.58
554,8,125.3
212,99,1543.97
283,10,162.3
115,43,2263.3
421,19,327.68
435,100,1767.12
15,71,1188.12
19,482,13043.32
66,8,449.12
49,9,154.88
458,12,208.62
619,41,156.87
16,86,775.96
78,3,34.8
19,62,1094.59
134,28,196.88
13,216,2499.81
40,36,609.81
235,10,44534.3
3,628,6452.991
461,130,1380.44
40,586,3924.91
305,1,79.2
51,131,3037.61
10,371,5993.12
61,191,528.01
66,193,2940.36
25,9,205.25
218,17,830.9300000000001
631,2,13916.34
443,5,143.05
65,37,583.75
32,61,1086.92
88,249,4503.08
667,25,370.63
64,26,831.0600000000001
116,1208,15308.89
7,223,88612.52
613,18,321.45
604,28,1006.54
418,16,280.88
6,47,774.52
69,110,1288.34
245,9,150.5
133,18,241.62
241,39,1762.61
431,17,307.95
463,8,124.08000000000001
184,29,475.28000000000003
25,20,345.46
10,61,4014.1
11,14,246.3
468,43,848.33
33,225,5969.93
46,465,8501.62
26,200,933.26
509,14,221.83
358,138,1962.01
10,34,218.75
44,167,3608.34
400,57,933.84
15,30,2399.57
736,15,777.0
150,131,1979.8700000000001
1,293,5171.63
113,12,2821.08
493,83,1535.37
76,154,1421.34
107,232,1227.07
46,64,1063.95
143,1,451.42
51,51,1929.66
1,262,4206.39
23,529,10148.93
46,31,784.58
50,88,1817.52
306,772,17180.25
36,58,1274.44
79,166,2999.04
22,273,3486.15
107,125,5201.47
208,40,1303.9099999999999
17,98,2634.44
64,49,2100.6
542,11,144.14999999999998
421,152,2766.4
588,11,340.5
49,260,3934.79
320,17,206.98
44,62,570.96
3,65,1840.06
372,155,3882.17
453,26,890.94
172,20,532.94
56,119,2598.28
73,217,3603.14
375,74,1108.82
99,51,636.14
38,39,576.0
58,66,794.64
254,54,836.79
738,5,80.4
70,374,3764.39
44,50,954.09
50,10,137.37
65,52,777.01
11,206,73205.5
33,62,1048.49
59,27,355.56
73,92,2742.41
393,25,548.8
304,8,118.95
46,11,130.73999999999998
18,174,4426.28
385,29,107.01
38,48,822.57
622,34,137.99
19,311,1006.75
527,8,109.73
187,33,257.26
52,30,110.8
4,256,5578.28
137,95,1052.72
4,1102,32275.95
19,24,570.48
16,435,3552.41
432,22,438.46
41,343,2361.3
12,788,4369.2
8,498,2512.29
26,77,355.1
22,23,2180.76
41,126,2241.42
101,43,211.89
5,1020,8923.3
583,4,94.53
277,34,321.11
33,143,857.46
437,5,33.099999999999994
15,188,729.25
500,6,313.91999999999996
64,342,11284.76
646,23,108.52
409,11,1449.14
2,126,490.33
562,51,330.77
404,179,1137.8
369,96,329.03000000000003
312,29,501.39
199,59,1124.66
2,49,396.48
432,14,244.60000000000002
93,115,1951.82
60,62,1052.8700000000001
407,37,1027.15
81,39,429.16
157,301,1427.6
395,10,535.65
227,60,511.68
669,38,128.2
482,1,305.28000000000003
253,37,258.25
150,11,179.17
194,22,208.59
1,619,4996.45
369,4,56.25
24,126,886.57
17,164,687.72
380,18,145.01
10,116,8939.84
8,30,164.68
543,22,114.69
20,201,2530.19
4,226,882.72
491,40,758.62
174,7,191.94
1,620,2661.17
624,258,1700.24
178,95,1074.7
534,1,6.300000000000001
378,13,205.99
402,113,364.45
16,306,3145.2400000000002
248,142,530.17
191,61,582.88
20,122,525.69
154,107,569.14
173,79,775.26
373,11,369.5
373,21,127.08
731,15,102.82
194,12,207.15
542,7,134.44
647,15,106.54
656,11,293.53
644,1,594.0
67,21,426.63
428,14,239.9
4,115,2495.87
21,74,1107.46
418,29,2190.66
239,12,416.86
379,19,282.79
64,7,145.35
112,39,734.81
90,161,9060.39
311,1,35.8
637,6,405.0
134,14,337.44
650,12,271.28999999999996
277,38,2164.24
365,28,646.27
503,26,2304.18
83,29,1708.24
8,95,1509.09
17,19,364.72
32,393,7120.91
9,59,1013.1700000000001
34,84,781.91
15,167,3440.34
589,20,190.75
24,342,8085.9800000000005
551,18,617.6
32,146,921.25
74,65,462.12
682,71,542.89
374,26,410.95
379,42,451.28999999999996
449,55,289.48
20,28,470.76
663,20,269.21000000000004
17,332,2771.94
451,27,426.53
23,480,2966.0
388,80,404.55
3,35,1127.05
304,24,1017.3199999999999
18,42,5902.83
456,139,1769.33
367,11,680.62
39,176,3442.15
84,24,371.01
165,378,1694.41
17,65,1054.73
77,129,3279.42
603,22,329.21999999999997
89,115,6543.68
25,288,9362.77
605,45,324.51
22,258,3110.37
3,700,8393.02
123,104,2715.28
30,25,354.42
12,169,1535.99
19,120,738.89
376,86,368.31
44,177,1997.75
534,6,150.55
4,54,896.6
9,543,2777.67
55,108,1175.68
414,110,694.54
88,173,1386.4
37,1425,8274.14
736,1,20.4
3,9,12393.7
381,29,583.39
625,42,169.21
30,203,5613.83
475,90,2146.39
12,484,2365.4900000000002
211,78,332.82
48,657,3053.06
24,253,5339.13
22,82,972.11
246,289,1694.86
8,425,5601.01
35,239,2978.59
4,216,56078.44
38,275,1100.28
4,181,704.55
3,297,2083.4
47,130,1545.58
39,56,698.13
47,403,17329.16
17,46,851.01
395,126,487.03
260,71,602.63
46,101,719.8100000000001
12,85,483.99
30,28,439.65999999999997
43,32,236.09
92,35,2048.36
596,5,82.2
39,370,117763.62
310,29,331.24
92,98,547.9
456,210,1965.72
6,1359,10608.81
196,56,911.3199999999999
560,21,217.73
87,140,2556.84
270,71,1509.3400000000001
8,26,471.78
424,32,456.4
65,125,2416.9
31,6,3166.4
22,129,2245.32
38,73,1856.5900000000001
435,19,340.84000000000003
120,148,3434.93
562,22,235.78
682,1,107.14
373,36,818.7900000000001
40,485,1852.15
174,21,300.7
682,12,188.44
54,34,362.06
33,194,3634.84
145,122,2111.88
221,8,134.8
45,66,650.75
16,218,3854.85
406,2,62.7
66,391,3053.57
401,24,541.95
431,3,89.65
10,185,2863.45
260,23,335.32
725,17,109.31
365,353,1992.13
17,101,1521.04
563,68,3269.11
594,35,115.73
418,25,457.7
22,33,852.15
45,73,1076.8
288,531,4180.09
297,1,122.4
390,25,252.5
503,41,736.9300000000001
3,129,2234.73
626,8,2300.4
284,39,362.99
17,21,1352.0
82,30,602.5600000000001
56,368,4278.96
670,16,106.75
101,71,2351.42
299,38,436.18
23,375,2341.03
59,129,2687.73
389,10,1739.92
576,6,1437.43
386,47,263.49
624,18,180.56
155,18,315.06
115,90,1587.94
107,1,17.0
12,196,3695.56
456,30,447.05
264,66,1584.97
240,10,185.04999999999998
88,150,4010.7
50,69,1573.2
463,37,582.64
71,192,3229.16
42,57,1842.14
7,200,6191.71
62,232,2774.46
249,110,2386.19
66,6,108.38
18,31,3204.1600000000003
85,135,2235.92
219,31,939.48
45,430,1781.59
428,73,549.33
143,16,195.74
183,30,161.38
171,8,135.75000000000003
10,419,2553.8
212,34,612.78
190,89,654.4
653,41,4376.25
8,54,1720.81
59,92,2967.5099999999998
57,344,1450.04
73,54,895.62
52,16,307.78
317,82,1772.49
367,287,4292.35
29,381,14644.6
39,75,801.3100000000001
18,182,3801.05
407,96,1396.05
422,55,987.48
52,219,9957.42
544,17,664.1999999999999
4,544,22992.26
22,116,2145.34
263,39,819.4499999999999
60,46,946.8000000000001
680,28,422.7
379,37,910.35
19,57,1111.15
66,64,1433.46
88,50,955.94
250,37,535.34
3,223,4555.08
247,1,175.2
9,396,6805.4400000000005
157,41,946.38
134,136,2398.91
296,9,386.62
5,30,422.21999999999997
43,216,4002.17
269,29,1829.04
50,226,5133.49
382,48,796.9
9,261,6188.18
16,18,656.69
522,35,628.32
282,52,1232.79
65,20,1025.44
2,1134,12580.06
252,2,37.4
232,68,2407.98
17,34,822.48
505,1,79.9
428,22,435.83
414,63,1386.12
11,306,10360.67
8,85,1822.97
51,440,6869.0
59,3,73.19999999999999
95,113,1884.55
16,84,1418.32
126,65,2246.75
94,98,1836.44
421,72,2052.69
50,118,2247.31
138,25,612.6
61,11,215.83
100,327,16249.87
73,11,305.54
72,51,9971.65
67,41,1077.81
64,45,1158.79
17,40,644.72
23,505,8718.43
32,295,6911.4400000000005
45,74,1087.66
16,11,215.48
40,119,2723.55
3,232,15677.82
736,11,351.3
237,38,630.43
375,8,308.6
723,16,323.25
489,4,93.3
469,93,2016.71
75,33,1030.0410000000002
392,10,942.75
4,613,5608.1
3,124,2112.12
361,124,2501.99
59,66,943.84
23,101,918.71
31,197,1820.11
55,240,2589.87
25,19,394.38
45,253,3440.4500000000003
89,67,4146.78
2,256,33750.97
89,36,1090.59
19,78,1293.71
79,6,159.0
171,98,2038.25
81,14,242.35
267,37,914.9300000000001
235,15,304.25
30,136,3968.67
501,1,40.8
37,239,2019.92
318,145,1272.05
375,123,1087.05
57,116,1616.54
45,300,2859.31
203,31,672.17
225,34,1027.22
385,54,885.71
87,176,2867.86
190,35,542.03
379,100,1074.47
44,105,2712.97
71,73,1818.31
476,15,333.18
41,115,2053.71
78,20,432.2
437,7,136.65
423,6,63.66
57,35,1492.2
24,135,3718.8
10,962,3992.86
8,672,7404.650000000001
34,51,409.1
212,91,1522.75
24,90,1413.66
460,88,821.35
170,16,114.56
62,7,152.94
53,69,1800.07
261,35,565.24
512,20,128.31
383,21,295.09000000000003
67,297,7272.2
378,74,967.44
17,508,4530.0
267,29,1629.37
177,2,46.95
45,344,11942.52
410,85,340.94
51,18,1035.45
17,163,1041.16
378,46,755.15
423,21,348.16
438,63,823.53
9,337,6935.17
74,109,1757.95
591,7,186.66
71,45,667.65
438,53,717.57
353,54,1141.24
3,299,3397.82
117,25,411.7
648,15,318.34000000000003
373,65,351.75
197,111,2151.11
177,26,2629.3900000000003
734,23,188.69
100,55,1117.84
21,348,5698.28
725,16,238.05
72,39,3424.02
340,33,1307.5800000000002
6,582,4350.32
31,133,1018.48
646,31,176.9
477,17,328.95
170,42,1006.98
470,7,129.85
462,21,136.31
465,124,1957.7
682,1,117.72
122,62,1253.76
22,225,4279.2
477,8,126.05000000000001
10,79,1328.55
626,74,1313.67
269,20,301.9
23,47,1085.7
477,12,193.65
430,238,1367.32
737,6,107.33
127,11,233.22
26,286,7928.27
695,25,381.66
139,22,361.21999999999997
214,67,1124.72
429,75,1194.92
38,7,5120.0
106,42,706.57
414,28,460.08
18,37,616.26
432,10,171.15
3,16,274.15
390,62,1491.4
331,23,402.71
64,297,5744.91
120,117,2192.51
35,19,328.15
218,3,404.40000000000003
172,241,5628.99
72,23,604.5500000000001
1,37,326.75
196,4,353.66
128,111,408.59000000000003
47,138,3597.5
6,467,4721.25
14,877,10159.64
563,16,310.83
428,104,1664.92
18,117,625.38
432,34,2037.7
28,197,2000.01
8,45,26626.8
492,54,263.73
552,361,2753.52
421,68,3517.69
37,10,151.05
157,11,214.8
284,18,94.05
107,357,1496.24
25,158,3850.79
75,15,322.41
16,78,614.12
158,46,842.42
44,108,1178.79
385,15,224.51
11,342,3442.96
32,253,1744.42
291,9,53.5
21,122,2253.89
333,187,3330.0299999999997
18,28,494.44
4,173,9795.460000000001
63,140,1119.46
375,48,416.35
198,59,415.87
33,47,868.37
1,154,2919.65
7,125,2697.75
5,636,3450.41
10,104,891.21
32,90,922.16
53,5,109.36000000000001
12,52,705.79
18,124,3167.34
19,78,1548.1299999999999
37,223,1350.48
2,90,621.44
18,169,2656.56
82,221,1301.91
449,11,157.2
33,315,1290.31
382,29,309.49
66,346,1723.4
470,13,104.0
9,122,974.96
267,10,1308.48
247,23,362.95
4,108,2157.4
61,31,1743.1499999999999
396,61,247.85
408,44,353.1
75,400,2896.69
90,81,1358.95
60,114,881.35
29,139,1068.16
323,87,882.46
654,13,186.05
53,34,1382.07
537,21,467.5
401,304,1052.26
270,144,756.7
2,747,5297.77
57,83,1555.34
61,634,3518.41
476,8,137.8
628,9,123.13
154,82,1705.8
19,110,630.22
95,267,3059.85
1,363,6849.15
265,57,293.45
312,10,177.5
70,23,443.05
302,5,167.25
19,148,528.36
13,225,2761.65
591,45,231.93
36,775,5652.74
734,5,130.32
19,181,756.39
54,122,593.19
57,68,522.03
22,63,551.21
44,145,696.76
27,186,2957.88
493,1,35.7
45,156,1028.74
113,90,1463.7
396,2,75.0
376,38,526.27
17,698,61920.87
25,18,346.12
191,13,443.06
302,21,302.7
2,353,1863.76
263,9,241.06
414,127,638.49
106,2,284.55
57,28,1117.94
213,76,623.28
64,8,287.40000000000003
28,34,384.52
29,180,2673.69
512,125,1003.0699999999999
668,40,319.14
381,21,301.25
6,132,798.35
722,9,310.70000000000005
8,307,3856.9700000000003
67,85,1019.13
2,247,891.98
521,1,162.24
46,371,3625.88
34,180,583.16
1,3,168472.5
136,68,727.1
198,50,361.12
198,40,707.69
150,43,1505.73
88,65,1013.15
631,18,332.17
531,15,251.71
45,4,30.950000000000003
64,205,3995.57
99,391,6000.94
218,9,208.36
3,381,5690.89
730,5,71.78999999999999
28,132,811.23
178,252,1545.83
74,3,136.0
21,82,1422.4
20,230,1298.66
421,48,746.24
34,336,3767.09
509,24,2869.16
74,45,787.52
24,194,803.9
52,468,2416.85
275,62,1189.98
434,39,789.6
165,28,470.83
7,337,1810.65
88,28,544.3
432,24,350.35
64,246,4094.37
25,17,331.0
10,35,300.83
76,53,769.29
682,16,453.38
16,18,220.62
192,19,139.35
174,25,404.3
77,144,2287.19
538,7,134.36
577,35,209.4
33,29,498.8
380,6,303.7
436,13,205.41000000000003
47,87,1533.16
541,23,385.56
80,111,2132.09
297,50,826.53
3,88,648.26
9,138,2330.77
50,337,6695.28
161,15,100.97
360,144,2578.34
5,34,843.9100000000001
383,199,1191.23
620,41,258.55
107,213,3614.34
25,83,465.88
32,4,777.6
20,3,90.30000000000001
572,38,142.71
630,43,240.95
297,13,363.70000000000005
372,112,1777.5
22,304,1760.49
5,35,874.59
52,236,3179.06
30,6,101.69999999999999
277,17,162.7
61,68,959.37
25,36,439.06
186,352,2148.38
415,237,1140.11
436,18,433.36
2,371,11916.33
446,53,306.19
2,353,24151.3
172,35,717.21
81,73,1232.94
4,17,244.41
190,128,1986.8
668,3,48.35
22,138,2298.33
18,6,8756.64
19,176,1082.81
642,36,635.9
5,71,972.04
110,54,548.12
641,4,23.35
541,41,395.07
3,131,3289.66
414,29,205.75
735,38,424.03
54,14,257.32
592,18,292.21
520,11,376.70000000000005
165,8,689.8199999999999
291,88,5307.07
546,25,104.25999999999999
599,6,30.15
10,3093,12781.8
109,755,8813.58
96,88,2237.12
243,17,379.73
163,292,16584.01
42,167,2841.72
35,66,1915.68
67,482,8012.58
24,11,281.85
1,753,13304.11
397,17,175.0
27,198,3048.38
6,31,511.12
477,34,223.86
54,89,4412.56
569,5,87.8
364,11,773.05
15,18,614.66
194,35,865.6
428,5,1020.9
3,35,1455.23
15,241,7434.31
27,255,4248.74
127,57,1009.6
85,42,663.61
71,86,1301.78
420,33,540.87
667,23,380.0
626,9,156.6
426,14,295.05
183,9,105.84
113,6,313.62
374,18,297.95
80,82,3156.17
594,18,341.59
249,28,1462.78
232,13,225.15
386,71,1361.28
71,44,612.36
401,29,605.9
69,10,213.5
4,428,7807.91
51,78,1071.14
75,53,181.09
61,452,1757.75
16,24,458.98
4,7,90.04
286,10,145.05
386,12,172.8
4,143,2153.41
41,69,677.0
36,40,763.33
75,34,482.47
563,12,432.45
724,1,60.48
404,22,357.66
18,298,5706.87
454,121,1286.6200000000001
15,276,5493.46
219,6,75.66
186,110,1785.13
33,167,3245.4300000000003
70,30,618.59
183,49,1179.79
626,19,291.5
15,33,500.42
236,5,151.85
31,96,2647.59
264,116,1938.33
4,94,1758.93
52,29,813.48
544,12,225.4
246,51,1015.24
81,48,810.57
275,99,1654.03
1,179,4413.1
79,20,322.8
30,125,2318.1
74,60,408.63
407,4,106.80000000000001
482,80,1892.52
486,27,406.4
17,152,2883.1
223,83,1649.81
407,25,473.0
438,73,3802.04
32,69,1154.47
23,138,2380.13
31,81,1747.98
398,13,179.4
106,36,554.5
5,54,1077.45
246,55,923.11
178,62,833.78
736,14,160.39
449,29,678.8
170,33,541.9
43,37,672.8
520,20,306.58
72,98,1916.11
587,6,136.2
59,275,17550.39
16,69,1212.66
141,74,1484.07
18,590,6423.26
22,141,16833.170000000002
10,192,874.43
368,64,690.83
189,2,39.12
16,24,1879.55
540,62,932.76
394,28,151.05
729,1,165.0
569,8,109.2
362,9,135.4
19,48,217.71
68,52,567.18
15,53,862.42
24,156,1348.88
17,485,8030.150000000001
28,6,1692.27
2,114,8134.9400000000005
679,19,171.13
55,93,304.24
442,23,608.86
34,133,2361.9
411,47,880.62
3,163,3109.99
366,18,663.31
43,29,821.45
73,49,1921.8400000000001
5,30,1028.0
534,18,320.25
4,718,147142.77
61,62,324.24
47,1028,4881.07
391,8,157.63
1,62,1260.86
76,13,422.6
72,19,353.03000000000003
418,11,178.83
256,5,1914.6999999999998
69,168,1179.48
723,3,98.30000000000001
562,35,191.9
135,10,657.9
241,21,112.75
227,5,1998.0
380,62,994.6
9,515,8830.77
9,275,9916.73
415,91,1110.83
618,54,664.16
1,691,43515.051
37,123,531.35
400,65,533.41
46,27,656.63
85,302,9056.01
19,909,5921.35
3,33,2868.48
9,521,4232.87
19,1266,14115.56
219,110,1497.33
78,28,625.52
267,8,2149.6800000000003
24,350,6663.68
369,177,3006.08
15,392,3513.62
26,140,758.74
262,37,292.47
17,378,8189.56
91,124,1231.36
405,17,147.35
302,348,1688.26
26,262,2063.88
364,205,1377.77
46,263,1048.28
38,656,7205.33
52,82,743.11
648,42,170.3
32,221,4387.64
530,12,259.68
52,52,646.76
79,294,6217.41
506,143,2956.56
53,2,835.2
298,1,3.75
177,38,786.43
395,32,226.91
625,11,173.06
47,104,2799.87
29,371,4212.15
11,236,1291.91
87,355,7180.7
5,983,18046.75
38,42,836.0600000000001
18,165,3637.33
591,72,4157.88
45,95,623.93
31,25,1764.72
373,9,207.5
58,34,223.92000000000002
372,140,65500.07
114,319,2864.68
215,79,1312.3700000000001
319,15,270.48
65,22,369.34000000000003
8,42,789.79
430,17,228.0
97,13,316.62
20,63,1207.24
199,44,964.6999999999999
4,700,2790.9500000000003
294,52,454.75
273,34,1145.6
31,321,8056.76
48,161,1698.57
260,97,1117.05
58,339,1778.93
33,408,3949.6
423,68,3698.05
57,65,421.24
68,131,1567.48
10,259,2820.84
60,126,592.51
80,142,1292.18
74,16,245.94
2,1040,32809.03
100,96,596.4
372,39,623.0
10,1683,9636.12
437,25,391.95
20,158,892.33
410,35,533.78
394,1,51.84
398,112,1017.53
123,478,1928.93
8,5,80.8
4,93,1545.62
29,681,3957.63
282,102,623.46
57,16,243.84
1,502,2052.7
365,336,2062.41
89,18,305.62
393,398,1802.02
554,169,841.16
432,92,452.78000000000003
11,156,1162.65
163,75,1594.23
679,53,582.61
65,24,332.3
23,60,536.99
174,249,1091.34
103,93,762.16
143,142,2123.88
99,23,288.42
23,259,1727.43
192,34,842.04
5,28,547.07
361,115,2392.0
8,426,1652.18
14,767,11924.85
454,73,406.02
103,28,417.06
3,141,2560.7
11,188,3349.57
465,17,182.59
96,26,497.61
382,7,113.35
686,11,181.39
227,173,2243.09
16,39,686.24
39,64,1826.8899999999999
51,22,341.7
393,12,392.13
93,8,128.5
157,27,513.32
39,75,1207.5
565,6,91.8
184,21,417.61
1,92,2409.04
228,48,898.9599999999999
128,82,1456.66
40,42,782.37
31,165,3170.98
197,59,1159.61
9,350,21758.25
603,9,139.85
37,219,4006.06
101,63,1264.19
43,596,19571.43
563,32,614.34
618,20,253.88
50,47,842.41
43,37,614.89
53,85,1411.62
187,8,124.57
334,19,332.41
4,20,342.45
10,9,144.91
417,75,1408.96
24,19,328.4
15,19,358.49
443,11,352.8
369,126,4292.59
145,110,1932.41
453,43,1610.62
60,49,946.59
547,35,662.33
31,47,834.27
434,17,409.25
402,16,130.95
141,11,207.74
690,6,76.74000000000001
394,50,384.56
23,127,817.12
469,28,450.15999999999997
22,137,2812.34
77,18,1213.13
5,512,14617.39
379,31,209.89000000000001
67,230,4234.53
404,32,136.01
12,156,846.62
84,3,13.3
31,183,1813.21
67,1,432.0
67,39,705.12
187,267,2246.06
38,74,1070.97
15,136,684.6
456,8,134.0
35,101,658.17
401,52,434.2
195,217,2526.65
477,19,285.41
2,418,1727.94
1,137,754.75
367,87,249.89000000000001
502,187,1306.96
65,163,1102.9
555,18,103.95
299,37,289.78
26,251,885.21
8,173,1695.77
17,79,887.11
729,23,204.26
116,44,1706.88
29,182,1041.75
4,897,4675.36
5,320,4706.77
82,213,1410.92
29,209,1470.89
722,20,252.59
72,18,379.14
4,545,1508.96
636,35,255.25
29,172,4460.51
290,18,423.91
36,30,183.76
9,74,1543.18
24,205,902.02
277,50,1851.88
50,454,3206.54
156,614,4909.66
411,23,355.45
61,88,409.21
573,122,611.08
12,1083,13157.130000000001
21,81,829.89
540,18,125.65
371,96,1169.6100000000001
116,6,543.05
80,319,3897.5299999999997
4,77,1295.39
26,53,378.89
5,948,5032.22
53,133,412.55
1,282,3099.3
55,141,2083.14
382,69,530.86
26,139,548.29
499,49,196.25
9,824,6995.360000000001
489,41,433.84999999999997
52,629,6427.66
612,2,33.0
13,277,1904.99
212,35,1299.49
610,7,101.36
22,474,8548.16
383,75,1222.04
236,53,955.21
139,43,868.77
4,60,1286.27
57,144,3541.77
135,86,1277.75
109,87,795.83
30,1,20.8
1,206,6081.88
185,50,1120.31
18,16,308.74
239,16,416.64
435,70,778.49
87,7,117.35000000000001
39,449,1990.88
116,52,794.56
410,15,251.04
187,7,110.55000000000001
733,6,207.85
227,26,201.19
8,28,2154.97
189,21,319.02
4,31,439.43
39,42,650.41
626,2,71.4
38,41,357.21
383,82,749.0
386,6,127.0
523,8,365.5
423,45,926.12
267,2,251.51999999999998
395,28,496.0
78,67,768.88
4,129,2859.74
255,106,1422.83
61,22,384.06
13,231,3490.53
88,1072,10350.53
17,243,10923.16
30,174,4888.75
3,261,2521.4
5,20,382.67
7,12,1133.25
219,2,344.0
421,74,1041.21
11,285,5476.5
464,28,1950.9499999999998
30,75,2123.61
288,12,702.0
150,6,402.0
23,23,484.82
396,30,406.3
1,275,6640.8
86,84,2571.55
402,111,828.21
46,69,2324.36
471,18,622.36
5,129,1635.27
51,67,1120.1
429,1,81.36
551,11,242.06
18,11,195.36
30,28,671.7
725,36,360.61
8,72,583.4300000000001
29,214,1838.61
577,41,552.4
3,378,12576.99
41,37,2287.7
11,643,3602.29
542,69,935.62
442,48,1182.22
31,16,260.0
417,49,800.1800000000001
45,3,95.85
61,37,1349.67
185,5,175.83
79,178,1310.63
581,95,1593.83
111,29,2137.3
64,11,146.87
12,50,2773.85
548,237,2984.32
86,40,1332.79
16,58,1276.42
246,33,613.59
383,12,176.89999999999998
88,75,1267.32
30,63,743.17
604,44,1954.99
138,16,463.25
27,126,1655.2
3,97,1036.58
32,199,2593.65
25,149,11962.300000000001
113,53,827.6800000000001
157,85,1906.07
85,142,2289.23
118,101,2071.68
3,558,9942.53
96,349,4648.59
194,155,706.49
28,83,399.09
131,13,498.48
28,83,1356.33
446,26,232.85000000000002
738,8,128.60000000000002
596,50,294.74
82,62,1179.89
30,721,4864.57
266,5,234.24
74,99,5232.2300000000005
314,121,889.75
21,205,3638.53
59,61,855.45
638,12,194.7
726,18,228.34
725,13,454.54
12,996,8987.68
28,284,5517.2300000000005
114,103,437.42
28,211,3793.71
625,21,273.35
18,174,1446.09
563,4,203.05
18,199,2236.63
36,50,1242.75
578,1,306.0
36,28,378.2
78,2,118.80000000000001
22,33,957.53
25,207,949.39
33,170,4732.03
109,115,4049.79
35,281,5001.21
123,987,7847.67
7,96,2050.08
738,12,221.53
28,115,1991.01
386,4,128.45
4,90,3080.1800000000003
3,455,7495.75
50,392,5511.41
593,13,235.88
322,18,402.20000000000005
23,137,2572.25
15,205,3697.9300000000003
2,267,1143.36
382,18,591.07
533,40,582.17
18,65,971.74
10,73,2507.05
262,1,25.5
722,32,424.3
424,19,474.03000000000003
159,90,665.78
389,51,481.58000000000004
33,670,16052.72
664,9,174.95
29,139,1291.71
165,49,499.9
47,48,459.58
503,47,197.57
574,158,2305.59
6,123,801.12
8,120,2761.4900000000002
648,47,389.78
288,9,116.19999999999999
318,10,157.02
3,35,606.91
233,18,307.46
403,12,314.74
119,30,570.5
162,43,977.17
185,31,294.24
50,35,230.5
152,445,2016.43
429,37,1155.0300000000002
335,14,157.09
520,2,31.85
5,134,2463.17
452,71,1220.91
